held_out,n_total,ved_fail_rate,tam_scr_fail_rate,either_fail_rate
B6,311,0.05787781350482315,0.4340836012861736,0.4758842443729904
B7,311,0.05787781350482315,0.5852090032154341,0.6109324758842444
B8,311,0.05787781350482315,0.5016077170418006,0.5369774919614148
